step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
0,riemannian,8,2,1.2237920761108398,nan,nan,0.09573541581630707,0,0,28
20,riemannian,8,2,1.1917190551757812,0.32670629024505615,0.24331563711166382,0.10898270457983017,7168,28,28
40,riemannian,8,2,1.130850076675415,0.4489523470401764,0.40991875529289246,0.09116730839014053,7168,28,28
60,riemannian,8,2,1.0524777173995972,0.5516429543495178,0.5538969039916992,0.07566162198781967,7168,28,28
80,riemannian,8,2,0.9942711591720581,0.5957210659980774,0.6023191213607788,0.058294206857681274,7168,28,28
100,riemannian,8,2,0.9557918310165405,0.6167587637901306,0.6164423227310181,0.04634707421064377,7168,28,28
120,riemannian,8,2,0.9244469404220581,0.6305465698242188,0.6262066960334778,0.03473781421780586,7168,28,28
140,riemannian,8,2,0.8998599052429199,0.6347739696502686,0.6293765902519226,0.017471205443143845,7168,28,28
160,riemannian,8,2,0.882078230381012,0.6283804774284363,0.6218778491020203,0.018506363034248352,7168,28,28
180,riemannian,8,2,0.8638590574264526,0.6304702758789062,0.6248529553413391,0.012270387262105942,7168,28,28
200,riemannian,8,2,0.8493254780769348,0.6221441626548767,0.6134427189826965,0.017953604459762573,7168,28,28
220,riemannian,8,2,0.8368833661079407,0.61246657371521,0.6020738482475281,0.012941863387823105,7168,28,28
240,riemannian,8,2,0.8254380822181702,0.6034594774246216,0.5929186344146729,0.022411702200770378,7168,28,28
260,riemannian,8,2,0.813545286655426,0.593518853187561,0.5813750624656677,0.025840675458312035,7168,28,28
280,riemannian,8,2,0.8023444414138794,0.5829433798789978,0.5693638324737549,0.031213456764817238,7168,28,28
300,riemannian,8,2,0.7924506068229675,0.5684877038002014,0.5531843900680542,0.020973211154341698,7168,28,28
