step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
0,moe-riemannian,8,0,1.3910822868347168,nan,nan,-0.05620279908180237,0,0,28
20,moe-riemannian,8,0,1.2011704444885254,0.6840535402297974,0.5914936065673828,-0.061883121728897095,7168,28,28
40,moe-riemannian,8,0,1.0629032850265503,0.7453905344009399,0.6968066692352295,-0.08265010267496109,7168,28,28
60,moe-riemannian,8,0,1.0076950788497925,0.7272463440895081,0.6897953748703003,-0.06784356385469437,7168,28,28
80,moe-riemannian,8,0,0.974062442779541,0.7020288705825806,0.6717666983604431,-0.060740597546100616,7168,28,28
100,moe-riemannian,8,0,0.9486762285232544,0.6687464118003845,0.6429547071456909,-0.04977471008896828,7168,28,28
120,moe-riemannian,8,0,0.9380208253860474,0.6515550017356873,0.6313993334770203,-0.03124813735485077,7168,28,28
140,moe-riemannian,8,0,0.9240254759788513,0.627811849117279,0.6146156787872314,-0.03728745877742767,7168,28,28
160,moe-riemannian,8,0,0.9153335690498352,0.606917679309845,0.5958468914031982,-0.027987491339445114,7168,28,28
180,moe-riemannian,8,0,0.9088830947875977,0.5952911376953125,0.5874435305595398,-0.036325808614492416,7168,28,28
200,moe-riemannian,8,0,0.9033567905426025,0.5809043049812317,0.5780128240585327,-0.036782991141080856,7168,28,28
220,moe-riemannian,8,0,0.8993162512779236,0.5696626901626587,0.5700097680091858,-0.02010311558842659,7168,28,28
240,moe-riemannian,8,0,0.8924200534820557,0.5562013983726501,0.5574944615364075,-0.016066601499915123,7168,28,28
260,moe-riemannian,8,0,0.8843337297439575,0.5426205396652222,0.5465934872627258,-0.020189879462122917,7168,28,28
280,moe-riemannian,8,0,0.8805176615715027,0.527405858039856,0.5355765223503113,-0.02251959592103958,7168,28,28
300,moe-riemannian,8,0,0.8752259612083435,0.5131654143333435,0.52360999584198,-0.013011004775762558,7168,28,28
