step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
0,moe-riemannian,4,2,1.2237920761108398,nan,nan,-0.04018126055598259,0,0,28
20,moe-riemannian,4,2,1.0464345216751099,0.3133350908756256,0.28160977363586426,-0.013040321879088879,7168,28,28
40,moe-riemannian,4,2,0.8902493715286255,0.3450837731361389,0.3286128044128418,-0.007509816903620958,7168,28,28
60,moe-riemannian,4,2,0.8128113746643066,0.35261479020118713,0.34180083870887756,-0.025379139930009842,7168,28,28
80,moe-riemannian,4,2,0.75811767578125,0.3367511034011841,0.3331666886806488,-0.0008068446768447757,7168,28,28
100,moe-riemannian,4,2,0.7286455035209656,0.3144969940185547,0.3185359537601471,-0.0035353198181837797,7168,28,28
120,moe-riemannian,4,2,0.7044450044631958,0.29029035568237305,0.3034977912902832,-0.011333770118653774,7168,28,28
140,moe-riemannian,4,2,0.685530960559845,0.2704890966415405,0.29252028465270996,-0.014866124838590622,7168,28,28
160,moe-riemannian,4,2,0.6696652173995972,0.2390432506799698,0.27346882224082947,0.008531666360795498,7168,28,28
180,moe-riemannian,4,2,0.6565358638763428,0.22418776154518127,0.26558804512023926,0.029851488769054413,7168,28,28
200,moe-riemannian,4,2,0.6424676179885864,0.20553699135780334,0.25397980213165283,0.03415945917367935,7168,28,28
220,moe-riemannian,4,2,0.626619279384613,0.18819169700145721,0.24213451147079468,0.02909921668469906,7168,28,28
240,moe-riemannian,4,2,0.6188240051269531,0.16880148649215698,0.22784271836280823,0.03681483864784241,7168,28,28
260,moe-riemannian,4,2,0.6068921089172363,0.15560846030712128,0.2177686244249344,0.04890510067343712,7168,28,28
280,moe-riemannian,4,2,0.5943188667297363,0.14398950338363647,0.2094597965478897,0.05777771398425102,7168,28,28
300,moe-riemannian,4,2,0.5853146910667419,0.1352253258228302,0.20127564668655396,0.0632506012916565,7168,28,28
