step,mode,top_k,seed,train_loss,val_loss,mean_selected_gate,gate_entropy,softmax_entropy,expert_0_selected_count,expert_0_selected_cumulative,expert_0_mean_gate,expert_0_grad_raw,expert_0_grad_preconditioned,expert_1_selected_count,expert_1_selected_cumulative,expert_1_mean_gate,expert_1_grad_raw,expert_1_grad_preconditioned,expert_2_selected_count,expert_2_selected_cumulative,expert_2_mean_gate,expert_2_grad_raw,expert_2_grad_preconditioned,expert_3_selected_count,expert_3_selected_cumulative,expert_3_mean_gate,expert_3_grad_raw,expert_3_grad_preconditioned,expert_4_selected_count,expert_4_selected_cumulative,expert_4_mean_gate,expert_4_grad_raw,expert_4_grad_preconditioned,expert_5_selected_count,expert_5_selected_cumulative,expert_5_mean_gate,expert_5_grad_raw,expert_5_grad_preconditioned,expert_6_selected_count,expert_6_selected_cumulative,expert_6_mean_gate,expert_6_grad_raw,expert_6_grad_preconditioned,expert_7_selected_count,expert_7_selected_cumulative,expert_7_mean_gate,expert_7_grad_raw,expert_7_grad_preconditioned
1,moe-riemannian,4,4,0.6977916955947876,0.8880652189254761,0.25,1.3841331005096436,2.0726771354675293,27,27,0.2520278990268707,0.08372729271650314,0.08311627060174942,31,31,0.243130624294281,0.08484791964292526,0.09052877128124237,22,22,0.2447122186422348,0.05036661773920059,0.07350751757621765,46,46,0.2528020739555359,0.10874602943658829,0.14790600538253784,22,22,0.24583816528320312,0.053046129643917084,0.06420589983463287,34,34,0.25096550583839417,0.0711517184972763,0.08161761611700058,38,38,0.25070324540138245,0.07737018913030624,0.0981188714504242,36,36,0.25493451952934265,0.09678764641284943,0.1034434512257576
20,moe-riemannian,4,4,0.9266360998153687,0.8237258791923523,0.25,1.384450912475586,2.073913097381592,28,680,0.25015977025032043,0.15628477931022644,0.9433996677398682,24,553,0.251613974571228,0.08857373148202896,0.5275037288665771,17,449,0.2424508035182953,0.048134975135326385,0.3939286768436432,46,896,0.2519860863685608,0.21615581214427948,1.0187984704971313,28,495,0.2484290897846222,0.16429318487644196,0.9207876324653625,33,662,0.2509026825428009,0.14001917839050293,0.905078113079071,33,687,0.24220062792301178,0.14386942982673645,0.8370275497436523,47,698,0.25564560294151306,0.1645357608795166,1.0262041091918945
40,moe-riemannian,4,4,0.6944167613983154,0.7186120748519897,0.25,1.3835197687149048,2.0727176666259766,28,1325,0.2451920509338379,0.18872562050819397,0.6482548117637634,28,1108,0.25233063101768494,0.20349982380867004,0.7799093723297119,28,953,0.24130763113498688,0.09926321357488632,0.47995540499687195,44,1782,0.25303542613983154,0.1562262922525406,0.7063447833061218,17,975,0.25385358929634094,0.10906951129436493,0.40479597449302673,40,1371,0.2503567636013031,0.22801099717617035,0.6620386838912964,35,1342,0.2477123737335205,0.09885148704051971,0.6458584666252136,36,1384,0.2549854815006256,0.21378380060195923,0.8344833254814148
60,moe-riemannian,4,4,0.4874047636985779,0.6486085653305054,0.25,1.3841313123703003,2.072568893432617,30,2025,0.24682894349098206,0.2447461038827896,0.5818389654159546,24,1628,0.247511625289917,0.127154141664505,0.5771862268447876,21,1442,0.24279320240020752,0.07900378108024597,0.4266382157802582,48,2632,0.2515532076358795,0.15415334701538086,0.6184375882148743,22,1505,0.24618491530418396,0.1742720901966095,0.4397468566894531,36,2058,0.2509732246398926,0.16757480800151825,0.6162499189376831,37,1990,0.24423810839653015,0.12245029956102371,0.541605532169342,38,2080,0.26299282908439636,0.2584034502506256,0.573009192943573
80,moe-riemannian,4,4,0.5659739375114441,0.617292046546936,0.25,1.3835468292236328,2.071841239929199,32,2705,0.2462652325630188,0.2345273792743683,0.4770221710205078,26,2171,0.24769653379917145,0.19727838039398193,0.6128684878349304,26,1940,0.23959565162658691,0.10657458007335663,0.4843822419643402,42,3498,0.24979837238788605,0.20824003219604492,0.5836652517318726,28,1979,0.24921762943267822,0.132411390542984,0.37469789385795593,31,2748,0.2551068365573883,0.2024822235107422,0.6412089467048645,28,2642,0.2462448626756668,0.09144822508096695,0.559508740901947,43,2797,0.25993308424949646,0.29396742582321167,0.7537171244621277
100,moe-riemannian,4,4,0.5074937343597412,0.595933735370636,0.25,1.3830149173736572,2.070857524871826,41,3395,0.2479972541332245,0.22514581680297852,0.5591253638267517,23,2726,0.2389763593673706,0.10664096474647522,0.41400954127311707,22,2412,0.24363738298416138,0.09637891501188278,0.3896162509918213,41,4362,0.25271379947662354,0.22384098172187805,0.6171035170555115,28,2488,0.2429490089416504,0.10814294964075089,0.5172024369239807,29,3432,0.2575366795063019,0.17619457840919495,0.5609655380249023,39,3281,0.24460966885089874,0.13092660903930664,0.537371039390564,33,3504,0.2667713761329651,0.1901872158050537,0.4916950762271881
120,moe-riemannian,4,4,0.6479262709617615,0.576146125793457,0.25,1.3830254077911377,2.071268081665039,47,4065,0.24996763467788696,0.3693821132183075,0.7015877366065979,24,3301,0.2454327791929245,0.15863290429115295,0.4935915470123291,25,2903,0.23886090517044067,0.17710170149803162,0.5444397926330566,43,5225,0.24846449494361877,0.17123106122016907,0.6353976130485535,29,2972,0.24398717284202576,0.2348705679178238,0.7535009384155273,27,4095,0.25615498423576355,0.2987671196460724,0.5795226097106934,24,3940,0.24248218536376953,0.08958534151315689,0.37970906496047974,37,4219,0.2674122750759125,0.3677191734313965,0.5961958169937134
140,moe-riemannian,4,4,0.5721936225891113,0.5615954399108887,0.25,1.3831971883773804,2.071108818054199,38,4746,0.24502721428871155,0.3204438090324402,0.6101025342941284,24,3872,0.24455241858959198,0.13658972084522247,0.44499528408050537,24,3373,0.23933613300323486,0.175299733877182,0.5653939247131348,43,6100,0.2531130611896515,0.22230328619480133,0.5912370085716248,28,3467,0.24353761970996857,0.20637302100658417,0.6244964003562927,33,4753,0.25294288992881775,0.2234862893819809,0.4309542775154114,31,4591,0.24760664999485016,0.16070187091827393,0.47071993350982666,35,4938,0.2671372592449188,0.3728031814098358,0.4956778883934021
160,moe-riemannian,4,4,0.4493008852005005,0.5472580790519714,0.25,1.3826370239257812,2.0704452991485596,41,5433,0.24625708162784576,0.26572880148887634,0.4890552759170532,32,4451,0.24409382045269012,0.19184383749961853,0.5566391944885254,24,3868,0.24209757149219513,0.07881739735603333,0.3887656033039093,44,6979,0.2504768669605255,0.24045033752918243,0.5658897757530212,29,3953,0.23905055224895477,0.21308287978172302,0.5188500285148621,26,5396,0.2615376114845276,0.1446593552827835,0.379917174577713,32,5227,0.244657963514328,0.11225275695323944,0.4312724173069,28,5653,0.2749868631362915,0.21855437755584717,0.4297676682472229
180,moe-riemannian,4,4,0.531825065612793,0.5335246920585632,0.25,1.3817057609558105,2.0701305866241455,33,6154,0.24758101999759674,0.21142186224460602,0.4375428259372711,31,4999,0.24562475085258484,0.14070303738117218,0.45227542519569397,21,4319,0.24171105027198792,0.1502428501844406,0.3635377883911133,44,7837,0.24912260472774506,0.2078569382429123,0.4636988043785095,22,4483,0.23444269597530365,0.1500244289636612,0.4372997581958771,35,6061,0.2642178237438202,0.3686526119709015,0.5297870635986328,39,5851,0.2390417903661728,0.1710161566734314,0.5715587735176086,31,6376,0.2725851237773895,0.24274922907352448,0.38729149103164673
