step,mode,top_k,seed,train_loss,val_loss,mean_selected_gate,gate_entropy,softmax_entropy,expert_0_selected_count,expert_0_selected_cumulative,expert_0_mean_gate,expert_0_grad_raw,expert_0_grad_preconditioned,expert_1_selected_count,expert_1_selected_cumulative,expert_1_mean_gate,expert_1_grad_raw,expert_1_grad_preconditioned,expert_2_selected_count,expert_2_selected_cumulative,expert_2_mean_gate,expert_2_grad_raw,expert_2_grad_preconditioned,expert_3_selected_count,expert_3_selected_cumulative,expert_3_mean_gate,expert_3_grad_raw,expert_3_grad_preconditioned,expert_4_selected_count,expert_4_selected_cumulative,expert_4_mean_gate,expert_4_grad_raw,expert_4_grad_preconditioned,expert_5_selected_count,expert_5_selected_cumulative,expert_5_mean_gate,expert_5_grad_raw,expert_5_grad_preconditioned,expert_6_selected_count,expert_6_selected_cumulative,expert_6_mean_gate,expert_6_grad_raw,expert_6_grad_preconditioned,expert_7_selected_count,expert_7_selected_cumulative,expert_7_mean_gate,expert_7_grad_raw,expert_7_grad_preconditioned
1,riemannian,2,2,1.1665791273117065,1.2018709182739258,0.5,0.6919331550598145,2.0731139183044434,26,26,0.5085592865943909,0.08867789059877396,0.08809128403663635,17,17,0.48387694358825684,0.08789648860692978,0.11586189270019531,17,17,0.5048720240592957,0.10849864780902863,0.12335509061813354,20,20,0.5045356154441833,0.09505539387464523,0.10235576331615448,8,8,0.48505282402038574,0.034042321145534515,0.03432471677660942,20,20,0.5139728784561157,0.14993952214717865,0.1430305391550064,12,12,0.48358941078186035,0.051402900367975235,0.04143675044178963,8,8,0.4893825352191925,0.02967909164726734,0.029829859733581543
10,riemannian,2,2,1.233580231666565,1.152951717376709,0.5,0.6922605037689209,2.0722713470458984,21,242,0.5016980171203613,0.05444907769560814,0.333574503660202,19,162,0.49045833945274353,0.09623243659734726,0.5437666177749634,17,171,0.5023360848426819,0.10962885618209839,0.5009052157402039,18,181,0.5069258213043213,0.07913927733898163,0.5798114538192749,11,81,0.49458691477775574,0.03527282923460007,0.07255882024765015,18,179,0.5103760957717896,0.2175906002521515,1.0113506317138672,12,121,0.4957272708415985,0.08026652783155441,0.20030172169208527,12,143,0.49210843443870544,0.07020506262779236,0.27462905645370483
20,riemannian,2,2,0.9571294784545898,1.0559933185577393,0.5,0.6917684078216553,2.0728611946105957,22,466,0.5136702060699463,0.10240031778812408,0.6000754833221436,15,312,0.497594952583313,0.07739842683076859,0.41332271695137024,19,334,0.5077382922172546,0.29407790303230286,1.1275277137756348,20,362,0.4865017533302307,0.07534912973642349,0.6673911809921265,12,167,0.4933909475803375,0.03965308517217636,0.1512174755334854,15,363,0.510378360748291,0.11701922863721848,0.30557936429977417,12,256,0.4918673038482666,0.06084680184721947,0.3015355169773102,13,300,0.4907302260398865,0.05401529744267464,0.34737253189086914
30,riemannian,2,2,1.2115397453308105,0.9696735143661499,0.5,0.6913933753967285,2.072129249572754,17,709,0.5070973038673401,0.15214082598686218,0.6845590472221375,16,459,0.5056809186935425,0.06427090615034103,0.5191941857337952,24,515,0.5003944039344788,0.2626722753047943,0.8324797749519348,18,543,0.5007800459861755,0.17806562781333923,1.0209811925888062,7,230,0.4886328876018524,0.02517813630402088,0.10128916054964066,14,538,0.5083516240119934,0.3352496922016144,0.6147769689559937,15,403,0.4933505654335022,0.08944763988256454,0.4526645839214325,17,443,0.48984313011169434,0.13096828758716583,1.0030207633972168
40,riemannian,2,2,0.7811942100524902,0.9041489362716675,0.5,0.6913338899612427,2.0731215476989746,23,945,0.5142531394958496,0.09733474999666214,0.6062338352203369,26,601,0.4886133372783661,0.06979388743638992,0.36673134565353394,12,696,0.5166990160942078,0.10984756797552109,0.3562600612640381,11,699,0.4754660427570343,0.06757983565330505,0.33850592374801636,7,323,0.4877113699913025,0.03496697545051575,0.1446281224489212,19,728,0.5193405747413635,0.11849146336317062,0.41305068135261536,20,556,0.49645018577575684,0.15966767072677612,0.7266023755073547,10,572,0.48272624611854553,0.03046572022140026,0.2612774074077606
50,riemannian,2,2,0.7131949067115784,0.8576548099517822,0.5,0.6875300407409668,2.068826198577881,25,1204,0.4917268455028534,0.13801728188991547,0.6085276007652283,14,747,0.4455438256263733,0.05466998368501663,0.3799019455909729,15,877,0.5140067934989929,0.12040877342224121,0.5348975658416748,16,852,0.492952823638916,0.15054216980934143,0.5803412795066833,4,386,0.5046444535255432,0.01429914403706789,0.0819862112402916,25,942,0.5452229976654053,0.1887323558330536,0.4589211642742157,22,707,0.49373576045036316,0.06271807104349136,0.4296935796737671,7,685,0.4800756871700287,0.05462062358856201,0.38742977380752563
60,riemannian,2,2,0.9325077533721924,0.8242017030715942,0.5,0.6880049705505371,2.070054054260254,26,1454,0.48487091064453125,0.19667083024978638,0.7316921949386597,18,884,0.46895632147789,0.10750120133161545,0.5934237837791443,21,1032,0.5197545289993286,0.40565359592437744,0.8932203650474548,18,1026,0.4865681231021881,0.17054355144500732,0.6959185600280762,7,457,0.48448413610458374,0.03333907201886177,0.24982838332653046,18,1155,0.5575003027915955,0.4045529365539551,0.5257717967033386,8,857,0.496269166469574,0.09305161237716675,0.43933939933776855,12,815,0.4902103841304779,0.22293180227279663,0.9171277284622192
70,riemannian,2,2,0.8869889378547668,0.7893189787864685,0.5,0.6890297532081604,2.069364309310913,20,1688,0.5018973350524902,0.19257494807243347,0.5899406671524048,20,1006,0.47551050782203674,0.09446947276592255,0.5345955491065979,24,1221,0.52256178855896,0.19003883004188538,0.6455590128898621,15,1185,0.47962474822998047,0.12070252746343613,0.4287868142127991,7,539,0.4988442063331604,0.03146017715334892,0.183421328663826,20,1357,0.5257170796394348,0.2909323573112488,0.5217509269714355,14,1021,0.49941062927246094,0.13326680660247803,0.4001363515853882,8,943,0.46474871039390564,0.10919172316789627,0.36818817257881165
80,riemannian,2,2,0.8124619722366333,0.7685213685035706,0.5,0.6903350353240967,2.0703659057617188,26,1921,0.5013681650161743,0.2183212786912918,0.8745306730270386,11,1147,0.4790090322494507,0.07138239592313766,0.38399192690849304,24,1416,0.5100165009498596,0.2583158016204834,0.7232115864753723,21,1336,0.48951929807662964,0.1404234766960144,0.6431785225868225,3,604,0.5029434561729431,0.018802544102072716,0.1517351120710373,10,1554,0.5377743244171143,0.12124819308519363,0.4009389281272888,14,1180,0.5085715055465698,0.1219656690955162,0.512030839920044,19,1082,0.48255017399787903,0.1257728934288025,0.4758555293083191
90,riemannian,2,2,0.5875926613807678,0.7516984343528748,0.5,0.6881193518638611,2.068892002105713,20,2166,0.4902094900608063,0.14904944598674774,0.469747930765152,18,1281,0.45594608783721924,0.08912162482738495,0.44244667887687683,24,1621,0.523213803768158,0.10413945466279984,0.4787282943725586,15,1501,0.4761490225791931,0.10519251972436905,0.37273576855659485,5,682,0.48097190260887146,0.0330863893032074,0.21654188632965088,19,1728,0.5482720136642456,0.25477463006973267,0.5383504629135132,15,1349,0.5100862383842468,0.18912839889526367,0.449240118265152,12,1192,0.4846743643283844,0.09541131556034088,0.4132389724254608
