step,mode,top_k,seed,train_loss,val_loss,mean_selected_gate,gate_entropy,softmax_entropy,expert_0_selected_count,expert_0_selected_cumulative,expert_0_mean_gate,expert_0_grad_raw,expert_0_grad_preconditioned,expert_1_selected_count,expert_1_selected_cumulative,expert_1_mean_gate,expert_1_grad_raw,expert_1_grad_preconditioned,expert_2_selected_count,expert_2_selected_cumulative,expert_2_mean_gate,expert_2_grad_raw,expert_2_grad_preconditioned,expert_3_selected_count,expert_3_selected_cumulative,expert_3_mean_gate,expert_3_grad_raw,expert_3_grad_preconditioned,expert_4_selected_count,expert_4_selected_cumulative,expert_4_mean_gate,expert_4_grad_raw,expert_4_grad_preconditioned,expert_5_selected_count,expert_5_selected_cumulative,expert_5_mean_gate,expert_5_grad_raw,expert_5_grad_preconditioned,expert_6_selected_count,expert_6_selected_cumulative,expert_6_mean_gate,expert_6_grad_raw,expert_6_grad_preconditioned,expert_7_selected_count,expert_7_selected_cumulative,expert_7_mean_gate,expert_7_grad_raw,expert_7_grad_preconditioned
1,moe-riemannian,4,0,1.4790198802947998,1.4311283826828003,0.25,1.3842105865478516,2.072633743286133,31,31,0.24535401165485382,0.1289440542459488,0.1557396501302719,35,35,0.2497466802597046,0.1259862184524536,0.09832548350095749,30,30,0.2506348788738251,0.08834883570671082,0.14581459760665894,27,27,0.2540322542190552,0.09580957889556885,0.08350838720798492,40,40,0.25409191846847534,0.16660669445991516,0.16042862832546234,28,28,0.25389206409454346,0.1258099228143692,0.11628017574548721,33,33,0.24650779366493225,0.10768978297710419,0.11415694653987885,32,32,0.24586135149002075,0.15123726427555084,0.13361205160617828
10,moe-riemannian,4,0,1.428451418876648,1.37330162525177,0.25,1.3840962648391724,2.0723071098327637,27,297,0.24919213354587555,0.15793883800506592,1.014070749282837,29,334,0.25430840253829956,0.2643793225288391,1.6866098642349243,38,307,0.2500671446323395,0.19873329997062683,1.5664385557174683,31,290,0.2524126470088959,0.11314906179904938,0.6587005257606506,35,384,0.2443494200706482,0.18013212084770203,1.0992698669433594,31,297,0.2533603012561798,0.18322210013866425,0.9809589982032776,31,334,0.2451252043247223,0.11433013528585434,0.9074841737747192,34,317,0.25188955664634705,0.19203020632266998,1.3619134426116943
20,moe-riemannian,4,0,1.0891027450561523,1.2243900299072266,0.25,1.384446144104004,2.072577714920044,36,582,0.2450297623872757,0.283101886510849,1.0471142530441284,33,666,0.25637558102607727,0.36364027857780457,1.1966134309768677,25,620,0.25148406624794006,0.192605659365654,0.9974998831748962,27,588,0.2508295476436615,0.1345306634902954,0.7370473146438599,36,740,0.2530636191368103,0.3159584701061249,1.4120736122131348,33,623,0.25599294900894165,0.2330635040998459,1.2554757595062256,33,680,0.246181920170784,0.190822571516037,0.8651246428489685,33,621,0.24172650277614594,0.2833635210990906,1.2560744285583496
30,moe-riemannian,4,0,1.3016254901885986,1.0980421304702759,0.25,1.383824110031128,2.072753429412842,29,884,0.24769726395606995,0.19520603120326996,0.8653744459152222,31,1018,0.2567514479160309,0.34863749146461487,1.1803632974624634,35,940,0.25217318534851074,0.34688639640808105,1.2942618131637573,28,864,0.24539534747600555,0.18975597620010376,1.0148406028747559,32,1110,0.2521236538887024,0.4427386224269867,1.2775925397872925,34,934,0.2553899884223938,0.3340272605419159,1.3554387092590332,38,1021,0.24594853818416595,0.23962368071079254,1.0961250066757202,29,909,0.24355489015579224,0.21969904005527496,0.9353246688842773
40,moe-riemannian,4,0,1.035820484161377,1.016427755355835,0.25,1.382683277130127,2.0705671310424805,27,1170,0.24006862938404083,0.21494290232658386,0.7719064950942993,40,1350,0.2552014887332916,0.3568344712257385,0.9472857117652893,27,1258,0.2632558047771454,0.24071384966373444,0.9430566430091858,32,1164,0.25068187713623047,0.202654168009758,0.7430191040039062,39,1487,0.24360744655132294,0.25440022349357605,0.881780207157135,32,1257,0.2541382908821106,0.23919150233268738,0.8973089456558228,32,1367,0.24808180332183838,0.19198983907699585,0.6638386845588684,27,1187,0.24476401507854462,0.25966018438339233,0.7337979674339294
50,moe-riemannian,4,0,0.866460919380188,0.9659550189971924,0.25,1.38297700881958,2.0702691078186035,33,1458,0.24494731426239014,0.23450495302677155,0.8107277750968933,35,1681,0.26454871892929077,0.36664125323295593,0.6852153539657593,31,1566,0.25684159994125366,0.35496091842651367,0.7937520742416382,26,1457,0.25127965211868286,0.3237881660461426,0.7576004862785339,39,1865,0.2421707808971405,0.28724274039268494,0.8960276246070862,23,1582,0.252636194229126,0.1373395323753357,0.5419276356697083,38,1723,0.24599336087703705,0.23459027707576752,0.8005788326263428,31,1468,0.2438429296016693,0.2507282495498657,0.9018573760986328
60,moe-riemannian,4,0,1.0254383087158203,0.9251093864440918,0.25,1.3828959465026855,2.0714385509490967,30,1734,0.24054427444934845,0.2424764633178711,0.6646279096603394,33,2031,0.25954973697662354,0.35154443979263306,0.6498036980628967,28,1901,0.2564711272716522,0.17582260072231293,0.5760584473609924,32,1728,0.24428099393844604,0.2646961212158203,0.989747166633606,45,2258,0.252981036901474,0.5442572832107544,1.1097276210784912,32,1892,0.2486439049243927,0.41267403960227966,0.9922639727592468,23,2024,0.24904420971870422,0.16552366316318512,0.5802163481712341,33,1792,0.2470174878835678,0.24391569197177887,1.0927830934524536
70,moe-riemannian,4,0,0.8138944506645203,0.8968679308891296,0.25,1.382434606552124,2.0709943771362305,34,2029,0.24261754751205444,0.17691026628017426,0.5112682580947876,34,2380,0.2690916955471039,0.3228709399700165,0.7151421904563904,33,2202,0.24431286752223969,0.13811485469341278,0.43925541639328003,27,2027,0.24725903570652008,0.22361761331558228,0.6538380980491638,45,2646,0.2450491189956665,0.3295484781265259,0.9003192782402039,29,2202,0.26297926902770996,0.31144681572914124,0.6275456547737122,34,2364,0.24546000361442566,0.2648618221282959,0.7772759199142456,20,2070,0.2432159185409546,0.12447111308574677,0.48712873458862305
80,moe-riemannian,4,0,0.8054903745651245,0.8766149878501892,0.25,1.3809717893600464,2.0692248344421387,24,2314,0.23652587831020355,0.16911764442920685,0.5632336735725403,35,2735,0.27274760603904724,0.23052656650543213,0.543154776096344,33,2523,0.2575843036174774,0.22915074229240417,0.5576038360595703,27,2323,0.2513894736766815,0.2749839127063751,0.5915845632553101,41,3024,0.24348817765712738,0.30178552865982056,0.7022659778594971,35,2509,0.25503161549568176,0.21358531713485718,0.670856237411499,29,2692,0.24108916521072388,0.2470189481973648,0.6837785243988037,32,2360,0.23714712262153625,0.17255136370658875,0.6328331828117371
90,moe-riemannian,4,0,0.8167819976806641,0.853346049785614,0.25,1.3813765048980713,2.069284439086914,22,2607,0.24534207582473755,0.13168592751026154,0.4861399233341217,35,3071,0.27472883462905884,0.4789484441280365,0.7323153614997864,39,2852,0.24663712084293365,0.25388166308403015,0.599216878414154,28,2609,0.2536567151546478,0.21778583526611328,0.5632535219192505,38,3429,0.24379436671733856,0.42258748412132263,0.7847360372543335,35,2836,0.25348225235939026,0.4005090594291687,0.8199538588523865,27,2994,0.2455449253320694,0.2035786211490631,0.5135254859924316,32,2642,0.23437350988388062,0.24517016112804413,0.5921090245246887
