step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
0,riemannian,4,3,1.2568113803863525,nan,nan,-0.006831871811300516,0,0,28
20,riemannian,4,3,1.1933259963989258,0.31509339809417725,0.2430967092514038,-0.031036820262670517,7168,28,28
40,riemannian,4,3,1.070122480392456,0.4455903172492981,0.39150503277778625,-0.05381765961647034,7168,28,28
60,riemannian,4,3,0.9855911731719971,0.46504172682762146,0.427094042301178,-0.05779174715280533,7168,28,28
80,riemannian,4,3,0.93880695104599,0.4708615243434906,0.43570250272750854,-0.052303116768598557,7168,28,28
100,riemannian,4,3,0.9046709537506104,0.46298861503601074,0.4321815073490143,-0.04455762356519699,7168,28,28
120,riemannian,4,3,0.8724718689918518,0.44808512926101685,0.4227093458175659,-0.028160670772194862,7168,28,28
140,riemannian,4,3,0.8497787117958069,0.42865100502967834,0.40741512179374695,-0.02367446757853031,7168,28,28
160,riemannian,4,3,0.8311179280281067,0.4084598422050476,0.390964537858963,-0.012879048474133015,7168,28,28
180,riemannian,4,3,0.8177464604377747,0.39423868060112,0.380917489528656,-0.011178907006978989,7168,28,28
200,riemannian,4,3,0.8061704635620117,0.37393420934677124,0.36678022146224976,-0.007633507717400789,7168,28,28
220,riemannian,4,3,0.7938387989997864,0.3597825765609741,0.35374146699905396,-0.01073125097900629,7168,28,28
240,riemannian,4,3,0.7802169322967529,0.34428417682647705,0.3415347635746002,-0.007023198530077934,7168,28,28
260,riemannian,4,3,0.7725443243980408,0.3310418128967285,0.33113765716552734,-0.013582711108028889,7168,28,28
280,riemannian,4,3,0.7616472244262695,0.31736674904823303,0.3192383646965027,-0.02753426879644394,7168,28,28
300,riemannian,4,3,0.7539481520652771,0.3033795952796936,0.3096940219402313,-0.024265747517347336,7168,28,28
