step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
0,riemannian,4,2,1.2237920761108398,nan,nan,-0.041206177324056625,0,0,28
20,riemannian,4,2,1.1586376428604126,0.24113091826438904,0.18429742753505707,-0.03171449527144432,7168,28,28
40,riemannian,4,2,1.0479137897491455,0.2956709861755371,0.2676207423210144,-0.01682005263864994,7168,28,28
60,riemannian,4,2,0.942156195640564,0.3324245810508728,0.3124880790710449,-0.016625067219138145,7168,28,28
80,riemannian,4,2,0.8718209266662598,0.3438837230205536,0.3216099739074707,-0.04686790332198143,7168,28,28
100,riemannian,4,2,0.8264196515083313,0.34317439794540405,0.32003021240234375,-0.04205895960330963,7168,28,28
120,riemannian,4,2,0.7902427911758423,0.3343631327152252,0.31363439559936523,-0.03550286218523979,7168,28,28
140,riemannian,4,2,0.7664346098899841,0.32397380471229553,0.3068964183330536,-0.028236400336027145,7168,28,28
160,riemannian,4,2,0.7440796494483948,0.304384708404541,0.29578715562820435,-0.020194990560412407,7168,28,28
180,riemannian,4,2,0.7254413366317749,0.29462704062461853,0.29315054416656494,-0.006780572701245546,7168,28,28
200,riemannian,4,2,0.7102900743484497,0.28268489241600037,0.2884994447231293,0.003412317018955946,7168,28,28
220,riemannian,4,2,0.6946496963500977,0.2704584300518036,0.2831168472766876,0.004385500214993954,7168,28,28
240,riemannian,4,2,0.6833809614181519,0.25586068630218506,0.27592769265174866,-0.0018460009014233947,7168,28,28
260,riemannian,4,2,0.6688706874847412,0.24534857273101807,0.27067750692367554,0.0014524151338264346,7168,28,28
280,riemannian,4,2,0.6542938351631165,0.23324769735336304,0.2649487257003784,-0.0004077883786521852,7168,28,28
300,riemannian,4,2,0.6431992650032043,0.22295543551445007,0.2590548098087311,0.006743662524968386,7168,28,28
